fiber_id,sample_id,diameter_um,length_um,orientation_theta,orientation_psi,curvature,n_contacts,mean_contact_area_um2,volume_voxels
F000376,S002,18.95,534.1,67.19,6.99,0.00712,5,9.45,1806
F000377,S002,10.49,632.6,23.13,279.08,0.00976,0,0.0,639
F000378,S002,19.79,661.3,16.23,220.89,0.00815,2,1.75,2658
F000379,S002,18.23,704.5,81.18,299.29,0.01798,3,45.62,2472
F000380,S002,20.61,552.9,79.01,328.32,0.00176,3,2.05,3061
F000381,S002,10.98,640.7,59.44,190.07,0.00506,2,93.69,857
F000382,S002,18.55,555.2,87.24,62.97,0.00171,3,88.27,1997
F000383,S002,19.45,673.6,44.61,235.65,0.00319,4,171.3,2621
F000384,S002,27.78,631.3,69.82,40.36,0.00154,4,3.17,5269
F000385,S002,15.7,507.7,77.06,277.4,0.00051,3,52.18,1384
F000386,S002,26.19,591.8,28.93,212.04,0.01679,2,8.94,4527
F000387,S002,16.99,583.5,22.07,30.52,0.0042,6,12.21,2141
F000388,S002,14.44,581.1,43.33,181.14,0.00233,2,60.76,1138
F000389,S002,18.31,681.8,44.41,127.99,0.00862,3,17.81,2813
F000390,S002,20.08,740.0,22.53,268.6,0.01137,1,6.68,4092
F000391,S002,17.51,573.2,73.22,57.74,0.00214,1,40.26,2077
F000392,S002,22.15,598.8,14.65,131.11,0.01886,2,42.73,2798
F000393,S002,22.05,625.8,76.49,353.25,0.00689,5,78.59,3811
F000394,S002,21.71,568.0,88.02,156.46,0.00271,2,32.8,3668
F000395,S002,20.96,550.0,28.96,308.58,0.01053,3,54.71,2735
F000396,S002,22.42,573.8,12.24,197.75,0.01022,3,33.97,2791
F000397,S002,15.78,631.8,23.85,98.26,0.00198,2,3.98,1688
F000398,S002,23.63,629.0,19.88,72.24,4e-05,1,15.45,4828
F000399,S002,22.76,705.8,27.9,166.93,0.01199,2,45.64,4815
F000400,S002,20.55,518.1,51.69,56.04,0.00511,2,1.85,2820
F000401,S003,7.49,1115.9,27.58,12.57,0.01076,2,3.86,12
F000402,S003,10.89,981.5,66.34,358.89,0.00846,3,94.99,25
F000403,S003,9.05,1137.0,36.0,240.69,0.00393,5,24.2,19
F000404,S003,11.7,1278.3,38.51,60.25,0.0125,4,11.81,40
F000405,S003,11.49,1007.9,13.38,160.85,0.00323,2,78.17,36
F000406,S003,10.2,1358.4,36.9,113.93,0.01375,1,121.28,37
F000407,S003,11.18,800.9,11.81,229.8,0.00377,2,3.9,19
F000408,S003,7.93,683.2,78.2,39.89,0.00497,4,32.13,12
F000409,S003,8.77,1158.6,45.15,181.35,0.05224,2,21.16,22
F000410,S003,11.98,1076.8,57.97,143.04,0.00011,1,8.34,36
F000411,S003,6.75,935.5,58.99,111.1,0.01905,4,74.97,10
F000412,S003,10.3,1049.6,85.98,113.7,0.0008,2,14.65,26
F000413,S003,8.76,883.2,41.64,293.32,0.03527,3,12.17,17
F000414,S003,9.76,1065.0,38.52,5.73,0.00069,4,40.87,26
F000415,S003,10.84,937.3,16.1,149.04,0.01458,4,17.91,30
F000416,S003,10.57,1027.9,11.07,56.16,0.04008,2,17.06,25
F000417,S003,10.65,941.2,12.29,279.15,0.0072,2,6.01,30
F000418,S003,11.63,991.4,2.09,100.34,0.00819,4,112.91,29
F000419,S003,11.73,1045.1,39.01,88.03,0.02483,3,77.32,33
F000420,S003,15.71,1054.2,53.72,216.96,0.00288,1,58.51,76
F000421,S003,13.68,938.7,39.79,96.74,0.02056,2,119.5,47
F000422,S003,12.45,847.0,16.19,316.22,0.00637,2,99.66,28
F000423,S003,3.78,1131.9,34.87,338.82,0.00475,5,24.12,3
F000424,S003,9.97,1175.3,30.72,77.8,0.00596,4,11.38,30
F000425,S003,10.35,575.7,65.19,227.4,0.00197,1,39.88,17
F000426,S003,8.83,1136.5,53.57,281.91,0.00893,3,203.11,19
F000427,S003,6.77,867.9,21.87,129.93,0.00297,1,54.45,8
F000428,S003,7.72,992.2,33.34,114.57,0.00017,2,9.44,16
F000429,S003,6.48,957.8,41.86,74.98,0.03363,3,4.29,9
F000430,S003,8.26,1015.6,17.07,330.98,0.0036,0,0.0,19
F000431,S003,10.36,756.7,53.59,80.48,0.00122,3,160.19,21
F000432,S003,8.74,949.9,39.56,278.65,0.01869,2,90.03,15
F000433,S003,7.8,850.0,26.21,182.36,0.00825,6,38.12,12
F000434,S003,11.57,826.8,2.3,2.68,0.03258,0,0.0,27
F000435,S003,7.82,1215.4,80.62,68.43,0.01895,2,48.67,17
F000436,S003,7.37,745.3,20.67,299.03,0.00166,3,11.64,11
F000437,S003,9.23,879.7,49.47,216.95,0.00104,1,61.68,15
F000438,S003,8.49,971.0,56.12,128.7,0.00115,2,16.59,17
F000439,S003,6.36,1202.2,43.92,53.82,0.00321,2,9.52,9
F000440,S003,9.02,883.1,70.55,149.87,0.02404,3,4.26,21
F000441,S003,9.11,888.4,57.91,298.05,0.02517,2,151.72,20
F000442,S003,7.12,1075.5,25.93,183.6,0.01793,2,32.73,11
F000443,S003,10.86,1193.9,69.0,19.36,0.00513,3,78.01,28
F000444,S003,6.82,702.7,82.5,351.57,0.00512,1,58.06,9
F000445,S003,10.0,1063.3,3.59,81.86,0.01806,4,61.67,30
F000446,S003,4.75,978.3,24.91,237.04,0.0057,2,0.46,5
F000447,S003,7.06,1128.3,27.16,356.83,0.00822,1,15.68,14
F000448,S003,5.75,1247.0,11.17,119.45,0.03105,2,8.28,8
F000449,S003,8.54,1005.6,45.38,190.19,0.01552,1,30.93,14
F000450,S003,8.05,960.7,47.74,322.17,0.01527,2,76.13,17
F000451,S003,13.83,950.1,31.01,271.19,0.01585,1,21.17,43
F000452,S003,8.72,1017.9,4.69,334.76,0.00247,0,0.0,18
F000453,S003,7.13,1365.5,81.99,145.71,0.00397,1,19.46,14
F000454,S003,14.62,829.5,8.89,37.06,0.00944,1,0.23,37
F000455,S003,11.78,931.6,82.39,146.14,0.00255,3,63.36,32
F000456,S003,9.6,872.6,27.53,94.07,0.01164,2,2.28,22
F000457,S003,12.75,1047.4,23.23,289.45,0.02088,4,16.98,42
F000458,S003,10.94,967.2,33.16,17.91,0.00141,8,35.49,30
F000459,S003,8.25,883.5,86.18,108.96,0.02549,1,2.49,16
F000460,S003,8.19,874.2,54.76,119.56,0.01419,5,11.05,11
F000461,S003,12.79,686.7,65.34,120.76,0.00026,3,14.14,26
F000462,S003,10.0,1019.8,31.05,142.58,0.00076,3,89.54,28
F000463,S003,8.8,960.5,13.18,216.82,0.05968,4,34.31,17
F000464,S003,10.76,1133.2,59.93,298.59,0.00568,1,12.62,33
F000465,S003,11.2,1166.6,65.11,269.55,0.01929,4,64.7,41
F000466,S003,6.83,902.5,32.74,294.87,0.00945,0,0.0,8
F000467,S003,8.53,966.6,85.66,154.03,0.01632,2,104.51,17
F000468,S003,10.65,842.3,23.01,259.77,0.0074,4,55.27,25
F000469,S003,11.05,1162.6,41.0,334.87,0.00479,3,54.04,32
F000470,S003,12.22,888.5,3.68,245.45,0.00334,1,37.97,35
F000471,S003,6.95,1068.9,20.39,294.52,0.00537,2,9.22,12
F000472,S003,10.96,838.5,13.3,127.23,0.00411,2,15.13,26
F000473,S003,8.47,854.3,83.51,216.36,0.00158,4,185.93,13
F000474,S003,10.98,968.1,11.62,292.28,0.00279,4,152.26,27
F000475,S003,10.04,1293.0,67.28,62.84,0.02698,2,16.15,26
F000476,S003,12.2,809.2,9.56,266.38,0.00094,3,31.3,30
F000477,S003,8.66,786.4,18.7,245.84,0.0051,2,108.6,11
F000478,S003,11.74,651.5,79.55,328.53,0.02349,1,44.63,20
F000479,S003,10.58,1359.1,29.11,309.75,0.00454,2,10.18,32
F000480,S003,10.15,1161.5,56.34,314.96,0.0014,1,50.48,30
F000481,S003,8.67,879.7,42.13,117.76,0.002,2,5.74,16
F000482,S003,7.15,708.6,60.62,101.41,0.01797,1,133.66,9
F000483,S003,6.47,1213.9,46.69,124.83,0.02072,3,0.07,14
F000484,S003,11.01,1139.9,53.99,198.23,0.00369,4,2.88,31
F000485,S003,7.6,967.9,79.11,108.99,0.0045,3,4.21,11
F000486,S003,7.83,1183.4,59.6,56.22,0.00431,2,32.75,20
F000487,S003,11.46,990.5,88.4,243.63,0.01327,3,144.4,34
F000488,S003,7.94,869.4,26.52,176.23,0.0184,3,24.0,14
F000489,S003,8.05,1087.5,51.7,171.0,0.00585,0,0.0,19
F000490,S003,9.04,1085.3,50.09,20.72,0.00438,2,51.68,19
F000491,S003,8.93,1003.0,20.42,158.56,0.00228,1,18.18,18
F000492,S003,9.49,576.2,0.94,218.77,0.00729,1,45.51,12
F000493,S003,8.46,911.3,6.4,40.76,0.03666,2,25.52,15
F000494,S003,10.85,1072.4,33.8,224.18,0.00091,1,13.96,26
F000495,S003,10.15,1256.6,53.17,129.74,0.00978,3,87.41,30
F000496,S003,10.43,959.0,11.7,75.58,0.01225,4,112.29,24
F000497,S003,7.58,1023.9,81.34,59.37,0.02922,4,128.65,13
F000498,S003,9.68,1100.9,17.57,276.96,0.00933,1,23.38,28
F000499,S003,13.25,1448.1,81.06,307.47,0.00082,1,5.13,68
F000500,S003,10.39,1155.6,81.35,302.15,0.00171,5,27.09,34
F000501,S003,13.0,810.1,9.03,274.82,0.00256,0,0.0,38
F000502,S003,8.01,1011.8,58.55,116.11,0.0279,2,155.22,18
F000503,S003,9.33,1304.2,55.15,240.49,0.0267,6,13.42,32
F000504,S003,12.9,1138.8,3.31,137.68,0.01752,1,107.58,39
F000505,S003,11.33,696.4,4.78,28.81,0.00992,4,168.96,20
F000506,S003,4.46,1168.8,78.83,87.41,0.00262,1,35.13,5
F000507,S003,6.28,1124.5,89.6,357.97,0.00432,6,9.59,11
F000508,S003,9.65,649.0,69.47,225.17,0.00121,4,85.75,15
F000509,S003,9.63,883.6,63.47,298.92,9e-05,2,136.76,21
F000510,S003,10.77,1041.7,27.02,72.69,0.012,4,6.53,25
F000511,S003,8.21,1326.0,47.28,285.06,0.00637,2,106.42,18
F000512,S003,6.31,949.9,42.6,71.44,0.00683,2,62.65,10
F000513,S003,8.41,1156.1,9.01,282.72,0.00034,1,132.31,20
F000514,S003,10.3,1143.5,22.72,216.59,0.00029,5,1.86,26
F000515,S003,10.08,939.5,10.75,55.79,0.0033,2,110.66,21
F000516,S003,11.31,1093.7,70.67,345.53,0.00733,0,0.0,30
F000517,S003,10.78,1058.4,7.64,347.93,0.01337,2,14.44,25
F000518,S003,14.82,1102.0,5.5,299.97,0.00065,2,38.08,62
F000519,S003,12.41,1105.3,12.03,346.02,0.00135,2,12.77,46
F000520,S003,9.44,723.3,26.36,167.67,0.00035,3,141.61,17
F000521,S003,10.06,920.3,89.32,89.2,0.00533,1,74.9,20
F000522,S003,10.82,915.4,75.24,249.39,0.0066,2,18.9,21
F000523,S003,7.98,1340.6,58.68,124.93,0.00832,1,58.31,21
F000524,S003,10.88,1061.5,60.13,111.19,0.00026,1,3.63,33
F000525,S003,15.06,929.6,25.78,223.51,0.01345,1,97.7,61
F000526,S003,11.85,861.3,68.01,124.18,0.00252,4,42.48,27
F000527,S003,11.14,993.4,85.5,173.97,0.00106,5,51.05,34
F000528,S003,12.41,813.3,10.7,204.9,0.00307,0,0.0,30
F000529,S003,9.43,1238.5,70.46,308.61,0.00397,1,64.68,22
F000530,S003,12.22,909.6,74.1,267.79,0.00459,5,3.26,28
F000531,S003,11.79,957.7,33.18,164.15,0.00409,0,0.0,38
F000532,S003,10.05,961.0,25.61,79.24,0.00749,1,28.99,28
F000533,S003,8.89,970.8,35.35,34.59,0.01315,4,3.87,15
F000534,S003,9.69,1095.0,72.74,319.25,0.00733,1,79.77,23
F000535,S003,15.42,783.2,20.36,103.97,0.00306,1,0.73,39
F000536,S003,8.62,956.1,56.33,128.78,0.00377,2,6.69,14
F000537,S003,7.03,1119.4,44.24,86.94,0.00901,1,1.48,14
F000538,S003,5.45,1125.2,33.71,23.43,0.00183,2,18.05,9
F000539,S003,12.48,926.3,87.01,352.72,0.00324,2,81.64,31
F000540,S003,13.05,1078.8,68.64,139.21,0.00289,1,3.75,42
F000541,S003,8.89,747.6,5.97,114.42,0.00146,0,0.0,14
F000542,S003,5.04,1102.3,57.71,261.04,0.00826,1,52.1,5
F000543,S003,9.37,826.1,17.04,56.42,0.00321,4,88.23,19
F000544,S003,11.09,819.4,32.26,101.89,0.00433,1,1.13,19
F000545,S003,8.26,823.7,50.57,122.8,0.00677,4,61.46,16
F000546,S003,11.0,1016.0,38.53,153.2,0.02561,3,2.5,30
F000547,S003,9.39,1097.9,17.86,262.09,0.00411,4,29.99,23
F000548,S003,11.66,971.5,70.94,53.54,0.00378,4,12.2,34
F000549,S003,9.53,1198.2,2.83,304.58,2e-05,2,23.5,26
F000550,S003,11.44,792.5,39.27,160.08,0.01067,2,5.27,25
F000551,S003,8.21,1369.3,39.04,326.86,0.01276,2,9.7,21
F000552,S003,11.42,1326.2,50.93,230.43,0.00166,0,0.0,47
F000553,S003,10.93,1183.1,84.38,346.87,0.00631,2,88.93,32
F000554,S003,10.61,1031.4,58.58,39.87,0.01471,2,2.58,30
F000555,S003,10.88,1261.4,6.72,288.39,0.00029,0,0.0,35
F000556,S003,12.0,1170.0,2.32,12.74,0.00597,3,55.07,37
F000557,S003,10.34,1160.5,75.48,201.86,0.00306,7,50.25,33
F000558,S003,8.97,878.0,86.86,73.59,0.00459,2,20.64,18
F000559,S003,13.53,1376.9,63.85,56.44,0.01951,3,22.39,66
F000560,S003,11.09,1120.6,20.78,136.26,0.01749,1,12.14,38
F000561,S003,13.42,1044.0,22.48,157.26,0.0067,3,70.24,42
F000562,S003,9.24,1181.7,78.57,326.01,0.003,2,51.47,26
F000563,S003,9.56,918.0,68.69,155.95,0.00966,3,27.99,19
F000564,S003,10.29,965.2,11.61,312.91,0.00406,2,20.9,28
F000565,S003,8.75,1218.4,63.34,102.35,0.00365,2,68.17,24
F000566,S003,12.97,943.1,67.78,62.4,0.00927,1,50.54,34
F000567,S003,9.75,1001.9,28.7,48.01,0.01215,3,216.56,20
F000568,S003,12.27,994.0,47.22,70.09,0.0238,3,1.03,40
F000569,S003,11.44,1181.3,48.09,56.69,0.00845,3,69.29,40
F000570,S003,9.36,883.3,2.03,41.2,0.00221,1,75.88,18
F000571,S003,5.94,1096.6,53.92,139.87,0.02779,3,54.51,10
F000572,S003,11.24,792.2,13.78,248.43,0.01469,3,76.24,22
F000573,S003,8.88,793.9,42.48,260.57,0.01517,4,25.22,17
F000574,S003,14.2,682.9,36.14,218.59,0.00342,0,0.0,37
F000575,S003,11.1,1317.0,31.29,272.65,0.00293,6,103.14,35
F000576,S003,9.13,1182.8,14.44,305.24,0.00023,2,47.88,28
F000577,S003,7.28,1226.0,78.97,278.28,0.00067,1,21.9,16
F000578,S003,10.71,957.7,16.14,270.76,0.00491,3,32.1,31
F000579,S003,11.47,1206.4,19.76,123.28,0.00019,1,66.23,46
F000580,S003,7.99,830.4,40.38,61.79,0.00063,4,53.73,13
F000581,S003,9.88,929.7,3.2,201.42,0.03179,2,106.05,18
F000582,S003,10.84,987.3,76.86,52.05,0.0144,2,4.33,33
F000583,S003,11.44,1195.1,51.77,180.62,0.02716,5,99.77,37
F000584,S003,10.15,819.6,86.39,295.46,0.00428,2,30.8,16
F000585,S003,11.28,518.9,46.23,91.49,0.01442,4,11.26,13
F000586,S003,10.39,963.5,10.3,97.81,0.00157,1,120.27,22
F000587,S003,11.22,1030.2,64.37,92.38,0.04431,2,48.94,36
F000588,S003,11.6,1056.8,72.76,98.4,4e-05,1,8.64,35
F000589,S003,12.58,1174.6,60.95,21.77,0.02761,3,71.52,50
F000590,S003,10.5,1029.5,73.64,74.19,0.0077,1,2.35,22
F000591,S003,9.57,880.9,59.46,356.12,0.01305,3,107.35,21
F000592,S003,9.16,803.0,79.52,48.88,0.01377,3,32.89,18
F000593,S003,15.6,1136.5,45.9,156.63,0.01541,1,159.12,54
F000594,S003,8.63,1074.4,79.89,213.76,0.02148,1,129.77,22
F000595,S003,12.13,1135.5,40.6,21.16,0.01665,3,36.22,44
F000596,S003,9.39,1207.5,56.07,352.52,0.00135,2,108.55,27
F000597,S004,11.36,1189.7,28.02,226.92,0.01595,5,68.39,34
F000598,S004,10.13,1113.1,35.05,12.45,0.00177,6,34.71,21
F000599,S004,7.52,873.1,29.87,215.49,0.00514,0,0.0,9
F000600,S004,11.17,683.2,54.98,189.31,0.00755,1,7.41,21
F000601,S004,9.27,1152.0,7.33,287.54,0.0238,2,33.77,26
F000602,S004,8.95,957.6,57.86,299.54,0.00184,3,4.94,21
F000603,S004,9.71,989.6,35.54,197.26,0.00947,3,3.18,22
F000604,S004,9.94,1198.8,64.73,272.97,0.01966,3,50.04,28
F000605,S004,9.5,903.8,50.01,56.92,0.01738,5,13.8,21
F000606,S004,9.52,897.9,30.43,38.1,0.00541,2,28.68,22
F000607,S004,9.05,849.3,44.09,12.02,0.00307,1,11.73,16
F000608,S004,13.93,1439.9,55.66,92.69,0.01316,1,8.93,68
F000609,S004,8.18,969.0,63.19,356.62,0.0184,2,23.24,14
F000610,S004,11.1,1319.1,89.6,133.54,0.03775,1,103.51,33
F000611,S004,7.83,1268.8,10.11,78.27,0.00402,1,149.72,16
F000612,S004,9.42,916.2,58.37,202.85,0.00552,3,61.71,15
F000613,S004,9.31,1144.2,9.78,22.64,0.01002,5,172.43,24
F000614,S004,13.03,1201.9,5.74,75.6,0.00185,2,37.0,55
F000615,S004,11.84,981.9,62.62,114.18,0.00464,6,196.05,34
F000616,S004,11.05,1059.4,25.23,214.04,0.01127,3,9.75,27
F000617,S004,10.98,918.3,87.73,86.93,0.00865,6,28.6,27
F000618,S004,7.2,1093.3,53.69,137.75,0.01116,6,115.31,14
F000619,S004,13.07,934.1,49.5,131.31,0.05348,1,84.17,35
F000620,S004,10.71,869.8,48.41,62.35,0.01226,3,102.66,23
F000621,S004,9.75,1110.1,17.71,282.97,0.02231,4,95.98,25
F000622,S004,10.5,1008.0,5.2,46.06,0.00872,6,32.46,28
F000623,S004,9.2,751.9,47.57,320.46,0.01374,1,0.02,14
F000624,S004,8.96,1249.0,0.5,258.53,0.00156,2,0.77,23
F000625,S004,4.68,448.7,30.35,173.77,0.00168,2,132.66,2
F000626,S004,10.02,818.7,18.89,44.6,0.00502,1,70.94,21
F000627,S004,9.42,1086.6,17.77,30.71,0.00396,4,30.8,26
F000628,S004,11.52,842.3,38.64,45.02,0.00752,2,47.96,22
F000629,S004,10.32,977.3,5.56,135.64,0.02689,5,132.01,24
F000630,S004,7.59,814.0,20.5,357.65,0.00214,5,8.05,11
F000631,S004,11.26,893.3,29.53,172.74,0.01518,4,8.33,23
F000632,S004,9.6,1188.2,23.05,205.88,0.00432,1,98.73,26
F000633,S004,11.63,1020.8,86.21,210.38,0.0263,5,85.58,30
F000634,S004,10.27,1215.9,78.16,104.7,0.01603,3,24.96,28
F000635,S004,11.24,870.3,12.24,83.78,0.0089,1,71.02,28
F000636,S004,12.89,776.5,65.16,122.15,0.015,7,105.6,35
F000637,S004,8.88,919.5,52.77,161.75,0.00554,4,28.24,13
F000638,S004,10.07,1125.3,66.19,233.81,0.01444,0,0.0,22
F000639,S004,7.08,839.7,29.26,93.19,0.01037,2,15.43,8
F000640,S004,7.09,890.8,59.3,189.59,0.00051,4,84.91,11
F000641,S004,8.8,1138.1,0.51,353.59,0.01132,2,31.33,21
F000642,S004,10.16,927.0,59.29,216.52,0.00191,0,0.0,23
F000643,S004,7.41,1022.9,17.61,76.99,0.00415,1,39.81,10
F000644,S004,10.55,1179.5,17.27,355.92,0.0032,1,15.55,31
F000645,S004,8.85,1269.2,56.34,173.54,0.00544,4,26.91,25
F000646,S004,11.92,934.1,46.25,307.23,0.03957,1,17.42,35
F000647,S004,12.45,1187.0,79.56,297.6,0.0187,0,0.0,43
F000648,S004,8.73,1150.8,56.6,328.65,0.00558,2,12.91,22
F000649,S004,9.91,969.3,59.11,220.38,0.01732,1,16.96,18
F000650,S004,10.84,1062.1,71.77,42.02,0.00459,1,14.4,32
F000651,S004,9.77,1035.0,88.55,247.34,0.00126,5,39.25,22
F000652,S004,8.46,903.1,11.38,142.05,0.00969,2,69.75,12
F000653,S004,16.59,1075.8,41.27,117.73,0.00292,0,0.0,65
F000654,S004,9.12,1289.6,31.43,348.5,0.00091,2,136.32,23
F000655,S004,11.7,1038.2,81.16,231.26,0.00363,2,14.91,37
F000656,S004,11.55,1119.4,48.31,122.33,0.00964,1,1.29,29
F000657,S004,13.09,1249.5,44.01,138.36,0.01984,1,59.87,49
F000658,S004,10.5,1036.8,74.1,66.31,0.00093,4,60.12,26
F000659,S004,12.51,897.3,13.13,28.52,0.0282,2,38.58,38
F000660,S004,8.37,1232.2,71.07,197.79,0.0014,0,0.0,17
F000661,S004,10.36,925.2,19.45,265.79,0.02111,5,19.27,21
F000662,S004,9.63,858.3,1.23,345.38,0.01599,3,3.59,19
F000663,S004,10.76,1210.7,18.55,315.95,0.00954,1,23.68,29
F000664,S004,5.32,798.1,16.81,357.35,0.00178,5,1.44,5
F000665,S004,13.35,870.5,20.14,329.88,0.0039,3,14.94,37
F000666,S004,11.23,1335.2,28.27,150.62,0.0103,4,73.13,38
F000667,S004,12.31,829.4,81.56,343.0,1e-05,1,92.83,30
F000668,S004,8.79,1189.2,31.81,165.91,0.00604,2,27.74,24
F000669,S004,10.1,1012.8,69.19,105.69,0.01921,1,36.0,19
F000670,S004,6.37,868.5,80.91,267.76,0.00416,2,57.41,8
F000671,S004,9.66,831.3,47.93,264.8,0.01425,5,85.51,19
F000672,S004,10.13,1448.9,60.52,130.56,0.00013,0,0.0,32
F000673,S004,7.95,912.7,17.04,82.88,0.02755,2,8.72,11
F000674,S004,9.3,1095.8,30.03,346.15,0.00411,2,228.73,20
F000675,S004,9.28,758.3,49.57,109.92,0.00792,0,0.0,12
F000676,S004,9.92,1014.2,60.42,107.4,0.00095,3,58.68,26
F000677,S004,8.55,808.4,10.83,158.4,0.01092,1,8.04,15
F000678,S004,12.18,970.9,85.49,27.24,0.00283,0,0.0,39
F000679,S004,9.78,865.9,1.63,132.11,0.00246,3,3.58,16
F000680,S004,13.09,733.4,39.54,133.61,0.00623,5,31.55,30
F000681,S004,6.5,762.1,46.14,206.59,0.00717,2,27.97,8
F000682,S004,10.41,739.7,60.11,149.49,0.00254,5,218.19,15
F000683,S004,10.22,865.9,4.97,341.17,0.0226,0,0.0,23
F000684,S004,9.78,1196.0,79.82,207.71,0.00034,0,0.0,26
F000685,S004,7.79,1137.4,33.56,11.13,0.0161,3,0.33,15
F000686,S004,12.1,856.2,73.78,80.08,0.01736,0,0.0,25
F000687,S004,10.3,1142.0,69.88,51.26,0.00428,4,13.42,31
F000688,S004,11.92,977.5,46.05,357.09,0.00237,4,237.96,37
F000689,S004,7.48,667.4,60.28,162.61,0.01102,0,0.0,9
F000690,S004,6.42,1168.5,33.66,132.7,0.00019,2,30.52,11
F000691,S004,8.5,860.8,10.02,207.95,0.00164,3,65.33,12
F000692,S004,6.99,525.1,59.95,156.54,0.00941,2,0.62,6
F000693,S004,13.44,942.9,39.4,70.6,0.00996,0,0.0,37
F000694,S004,16.23,1058.5,10.61,95.74,0.01364,2,26.28,57
F000695,S004,10.6,959.4,66.46,158.53,0.00247,4,52.28,25
F000696,S004,9.04,1070.4,25.9,292.26,0.0056,4,10.91,16
F000697,S004,4.8,1115.4,31.63,339.14,0.00538,2,14.6,5
F000698,S004,12.17,1169.2,4.7,33.35,0.00166,3,52.28,35
F000699,S004,12.29,1021.3,26.52,181.77,0.01036,5,104.1,35
F000700,S004,8.92,1134.4,57.14,264.72,0.00799,3,91.38,19
F000701,S004,8.64,1238.8,61.75,281.17,0.00667,1,6.1,22
F000702,S004,8.34,1000.8,49.87,114.62,0.0033,5,30.99,19
F000703,S004,11.32,926.2,13.19,289.57,0.00082,2,42.61,28
F000704,S004,12.75,974.8,64.69,266.89,0.00297,2,18.56,30
F000705,S004,9.17,1006.0,25.77,77.4,0.00251,4,210.81,17
F000706,S004,14.29,1037.7,66.71,220.63,0.0006,1,78.23,48
F000707,S004,9.59,887.3,52.99,249.92,0.00023,0,0.0,17
F000708,S004,6.27,865.7,11.13,233.36,0.00415,3,25.11,8
F000709,S004,11.64,1170.8,26.82,78.96,0.01524,3,10.97,34
F000710,S004,9.18,1316.1,6.66,345.03,0.00264,5,10.54,29
F000711,S004,9.79,748.7,88.63,50.76,0.00487,4,51.62,16
F000712,S004,9.41,976.8,73.23,207.33,0.01012,1,47.88,16
F000713,S004,11.12,892.3,50.16,25.2,0.00494,2,31.52,22
F000714,S004,7.66,876.0,32.64,247.64,0.01625,3,45.82,13
F000715,S004,8.92,651.5,79.81,21.07,0.03166,2,8.88,14
F000716,S004,10.49,989.2,62.2,255.65,0.00608,3,16.48,26
F000717,S004,10.69,1048.2,1.27,280.77,0.02029,8,6.25,32
F000718,S004,7.61,896.1,77.16,202.02,0.00744,1,5.03,11
F000719,S004,9.71,752.2,20.9,342.75,0.00913,2,48.11,17
F000720,S004,8.05,1128.7,75.61,211.65,0.00959,3,34.3,18
F000721,S004,13.17,808.8,56.3,70.3,0.01248,3,40.27,35
F000722,S004,12.38,786.3,53.2,131.34,0.01531,1,280.54,27
F000723,S004,8.49,1165.3,75.34,61.32,0.01231,3,20.43,23
F000724,S004,9.22,866.4,35.39,270.48,0.01218,4,54.08,19
F000725,S004,9.67,858.4,48.97,272.14,0.00466,1,50.96,15
F000726,S004,11.42,926.0,48.02,81.75,0.00138,2,22.96,33
F000727,S004,7.05,889.1,55.37,27.69,0.01631,3,79.14,8
F000728,S004,7.36,1143.3,23.81,356.48,0.00104,1,42.22,14
F000729,S004,11.48,1103.5,16.17,269.54,0.05586,1,20.43,38
F000730,S004,7.8,914.0,26.63,93.66,0.00293,3,56.58,12
F000731,S004,8.44,648.2,17.58,339.93,0.00551,3,53.46,12
F000732,S004,11.19,1138.3,23.26,150.99,0.01752,0,0.0,36
F000733,S004,7.11,1107.9,23.34,102.02,0.00394,3,25.57,10
F000734,S004,9.72,1060.3,51.67,318.83,0.00996,3,39.18,22
F000735,S004,11.25,852.4,20.01,137.3,0.01209,3,98.94,26
F000736,S004,11.53,1088.0,6.8,321.61,0.00286,3,56.23,33
F000737,S004,9.26,1025.2,83.57,134.6,0.00097,4,131.63,23
F000738,S004,10.67,1222.5,40.32,72.97,0.00063,3,15.01,30
F000739,S004,6.61,1026.7,86.48,154.31,0.01108,1,83.04,10
F000740,S004,11.49,911.2,27.95,282.1,0.00612,2,60.52,24
F000741,S004,11.08,1036.7,20.78,75.17,0.0055,2,104.38,29
F000742,S004,11.51,627.8,5.32,344.87,0.01649,2,1.36,18
F000743,S004,11.11,943.2,12.46,262.99,0.00392,3,47.94,27
F000744,S004,12.55,1097.9,74.48,338.28,0.01962,4,18.94,34
F000745,S004,14.28,843.6,24.02,133.73,0.01312,4,28.14,39
F000746,S004,12.07,1110.6,36.1,329.38,0.0013,3,0.8,40
F000747,S004,8.73,961.5,24.99,0.87,0.00702,2,74.8,18
F000748,S004,6.55,1128.2,60.06,133.47,0.03807,2,12.65,9
F000749,S004,9.06,1097.6,78.33,110.1,0.00499,0,0.0,21
F000750,S004,8.93,856.9,78.02,77.11,0.01404,3,48.77,13
F000751,S004,8.08,1116.1,61.64,298.1,0.00302,2,56.03,18
F000752,S004,11.96,768.3,45.96,225.72,0.00712,0,0.0,20
F000753,S004,10.78,968.2,72.68,71.86,0.0101,2,74.79,22
F000754,S004,9.6,896.6,43.62,134.24,0.01056,3,4.42,18
F000755,S004,8.63,870.5,36.47,228.84,0.00079,4,246.28,12
F000756,S004,10.84,1098.2,34.73,350.41,0.00736,3,46.59,32
