contact_id,sample_id,fiber_id_1,fiber_id_2,contact_area_um2,angle_between_fibers
C002423,S022,F004128,F004053,20.72,76.73
C002424,S022,F004143,F004070,47.19,48.82
C002425,S022,F004184,F004082,46.51,8.69
C002426,S022,F004046,F004007,37.45,8.16
C002427,S022,F004196,F004146,122.4,53.83
C002428,S022,F004112,F004195,116.73,36.98
C002429,S022,F004024,F004196,27.01,46.68
C002430,S022,F004200,F004076,57.71,49.69
C002431,S022,F004111,F004166,100.76,28.88
C002432,S022,F004089,F004014,93.62,83.26
C002433,S022,F004066,F004015,20.85,6.36
C002434,S022,F004132,F004023,285.89,59.47
C002435,S022,F004155,F004183,39.0,33.58
C002436,S022,F004119,F004055,24.19,59.09
C002437,S022,F004134,F004125,0.02,12.22
C002438,S022,F004150,F004037,23.69,8.78
C002439,S022,F004019,F004182,71.9,22.32
C002440,S022,F004175,F004111,90.85,87.63
C002441,S022,F004028,F004152,31.54,75.02
C002442,S022,F004005,F004094,12.51,13.82
C002443,S022,F004029,F004053,0.39,45.81
C002444,S022,F004061,F004063,8.67,62.81
C002445,S022,F004141,F004176,54.7,33.4
C002446,S022,F004162,F004113,88.94,48.24
C002447,S022,F004019,F004062,3.14,15.48
C002448,S022,F004199,F004065,95.64,29.79
C002449,S022,F004100,F004008,20.96,75.7
C002450,S022,F004090,F004191,9.06,22.4
C002451,S022,F004014,F004138,110.04,46.73
C002452,S022,F004027,F004144,10.52,72.93
C002453,S022,F004172,F004025,274.87,62.77
C002454,S022,F004022,F004190,51.32,59.69
C002455,S022,F004180,F004126,16.18,24.56
C002456,S022,F004104,F004193,36.17,72.76
C002457,S022,F004094,F004180,13.21,27.56
C002458,S022,F004130,F004126,198.5,58.92
C002459,S022,F004180,F004079,1.39,66.52
C002460,S022,F004068,F004028,45.23,64.04
C002461,S022,F004042,F004188,13.37,61.51
C002462,S022,F004127,F004007,26.32,28.15
C002463,S022,F004162,F004020,45.18,82.26
C002464,S022,F004142,F004110,23.6,30.24
C002465,S022,F004015,F004048,30.52,80.02
C002466,S022,F004149,F004128,122.69,85.91
C002467,S022,F004120,F004111,154.63,74.89
C002468,S022,F004092,F004074,14.76,86.74
C002469,S022,F004038,F004037,31.31,24.24
C002470,S022,F004135,F004056,66.18,82.1
C002471,S022,F004114,F004070,74.68,61.21
C002472,S022,F004045,F004106,28.09,82.8
C002473,S022,F004119,F004168,50.76,27.84
C002474,S022,F004077,F004176,40.41,58.33
C002475,S022,F004107,F004141,40.48,33.61
C002476,S022,F004100,F004092,139.45,52.94
C002477,S022,F004089,F004161,25.08,14.35
C002478,S022,F004130,F004007,101.09,84.57
C002479,S022,F004050,F004125,11.34,44.38
C002480,S022,F004053,F004013,164.57,43.85
C002481,S022,F004155,F004055,92.98,33.6
C002482,S022,F004036,F004083,138.07,26.26
C002483,S022,F004122,F004060,20.03,60.05
C002484,S022,F004143,F004059,95.63,69.99
C002485,S022,F004046,F004193,51.66,87.74
C002486,S022,F004061,F004063,12.05,47.75
C002487,S022,F004097,F004098,107.03,43.85
C002488,S022,F004050,F004033,52.47,25.81
C002489,S022,F004192,F004140,44.08,80.3
C002490,S022,F004061,F004044,37.37,25.83
C002491,S022,F004015,F004034,11.45,11.64
C002492,S022,F004036,F004098,42.08,31.74
C002493,S022,F004123,F004060,21.05,54.04
C002494,S022,F004111,F004101,11.1,10.1
C002495,S022,F004122,F004049,137.3,75.58
C002496,S022,F004018,F004119,178.11,44.32
C002497,S022,F004170,F004138,321.17,64.76
C002498,S022,F004133,F004072,3.57,68.67
C002499,S022,F004187,F004126,85.45,19.74
C002500,S022,F004132,F004165,168.91,59.51
C002501,S022,F004083,F004016,123.47,25.33
C002502,S022,F004161,F004074,91.4,48.16
C002503,S022,F004024,F004017,172.37,66.81
C002504,S022,F004146,F004028,48.16,21.26
C002505,S022,F004094,F004172,58.48,45.63
C002506,S022,F004056,F004188,134.65,58.91
C002507,S022,F004191,F004188,32.43,31.09
C002508,S022,F004053,F004174,6.84,12.59
C002509,S022,F004202,F004182,130.85,31.84
C002510,S022,F004045,F004031,107.97,67.59
C002511,S022,F004015,F004069,42.33,76.53
C002512,S022,F004057,F004114,8.1,84.33
C002513,S022,F004160,F004068,181.51,46.4
C002514,S022,F004090,F004084,112.48,55.99
C002515,S022,F004149,F004144,176.04,19.19
C002516,S022,F004126,F004115,21.84,45.27
C002517,S022,F004173,F004157,227.62,7.94
C002518,S022,F004158,F004016,82.48,81.39
C002519,S022,F004193,F004202,16.58,35.85
C002520,S022,F004095,F004196,2.86,5.21
C002521,S022,F004023,F004137,12.52,11.61
C002522,S022,F004122,F004040,63.85,71.19
C002523,S022,F004169,F004151,397.82,25.37
C002524,S022,F004195,F004055,8.46,18.17
C002525,S022,F004088,F004187,36.19,58.68
C002526,S022,F004079,F004040,61.45,72.47
C002527,S022,F004025,F004041,8.49,11.41
C002528,S022,F004017,F004040,141.51,88.74
C002529,S022,F004106,F004037,28.81,19.06
C002530,S022,F004013,F004113,119.17,33.07
C002531,S022,F004069,F004170,19.99,14.35
C002532,S023,F004315,F004323,9.8,22.97
C002533,S023,F004321,F004239,147.8,20.11
C002534,S023,F004320,F004374,43.93,69.74
C002535,S023,F004354,F004378,44.05,83.56
C002536,S023,F004240,F004275,108.18,19.78
C002537,S023,F004297,F004222,52.06,48.08
C002538,S023,F004269,F004217,2.18,21.24
C002539,S023,F004347,F004370,156.64,43.73
C002540,S023,F004284,F004372,132.74,51.61
C002541,S023,F004372,F004301,222.43,69.98
C002542,S023,F004224,F004267,100.55,70.83
C002543,S023,F004357,F004340,125.81,72.46
C002544,S023,F004356,F004336,1.95,72.84
C002545,S023,F004361,F004229,86.91,37.51
C002546,S023,F004250,F004376,32.72,82.96
C002547,S023,F004312,F004330,66.22,6.81
C002548,S023,F004231,F004232,51.53,51.36
C002549,S023,F004255,F004300,98.77,59.81
C002550,S023,F004307,F004260,115.02,31.86
C002551,S023,F004246,F004314,192.81,8.8
C002552,S023,F004320,F004288,101.3,45.52
C002553,S023,F004255,F004370,23.04,24.11
C002554,S023,F004203,F004363,12.48,38.87
C002555,S023,F004288,F004273,94.83,6.44
C002556,S023,F004205,F004269,59.12,35.8
C002557,S023,F004364,F004214,32.73,76.5
C002558,S023,F004309,F004301,35.68,10.74
C002559,S023,F004299,F004336,49.97,42.05
C002560,S023,F004233,F004294,152.62,51.12
C002561,S023,F004207,F004230,16.08,19.3
C002562,S023,F004217,F004249,83.74,53.26
C002563,S023,F004311,F004257,56.51,49.38
C002564,S023,F004239,F004278,193.34,61.81
C002565,S023,F004232,F004217,167.52,53.6
C002566,S023,F004222,F004317,237.23,49.92
C002567,S023,F004371,F004204,84.8,43.51
C002568,S023,F004357,F004223,10.45,6.07
C002569,S023,F004219,F004326,32.75,56.59
C002570,S023,F004326,F004318,48.29,88.48
C002571,S023,F004351,F004261,25.15,11.66
C002572,S023,F004361,F004381,62.92,59.85
C002573,S023,F004299,F004228,4.24,60.63
C002574,S023,F004264,F004376,279.71,46.36
C002575,S023,F004230,F004380,28.52,17.59
C002576,S023,F004332,F004209,2.81,89.16
C002577,S023,F004379,F004265,19.49,74.8
C002578,S023,F004298,F004347,31.63,9.09
C002579,S023,F004382,F004284,78.06,34.75
C002580,S023,F004258,F004372,84.75,66.18
C002581,S023,F004247,F004341,140.74,19.45
C002582,S023,F004208,F004258,74.11,75.47
C002583,S023,F004255,F004240,29.21,55.88
C002584,S023,F004362,F004229,85.74,52.78
C002585,S023,F004267,F004258,56.0,62.04
C002586,S023,F004285,F004333,45.57,20.73
C002587,S023,F004244,F004381,21.99,15.6
C002588,S023,F004203,F004297,92.42,11.61
C002589,S023,F004282,F004283,11.68,63.1
C002590,S023,F004328,F004333,15.83,57.1
C002591,S023,F004305,F004252,92.92,16.04
C002592,S023,F004262,F004282,48.91,65.77
C002593,S023,F004345,F004219,4.32,13.01
C002594,S023,F004322,F004286,152.07,30.73
C002595,S023,F004259,F004268,8.4,19.68
C002596,S023,F004382,F004272,177.58,32.42
C002597,S023,F004304,F004219,106.53,40.79
C002598,S023,F004323,F004376,28.94,24.94
C002599,S023,F004212,F004251,140.72,25.24
C002600,S023,F004237,F004298,376.88,24.27
C002601,S023,F004368,F004343,37.15,31.21
C002602,S023,F004359,F004337,21.49,43.01
C002603,S023,F004244,F004341,260.05,51.49
C002604,S023,F004237,F004380,187.56,53.68
C002605,S023,F004263,F004246,144.84,36.7
C002606,S023,F004244,F004341,183.25,61.69
C002607,S023,F004327,F004211,8.88,18.7
C002608,S023,F004377,F004213,21.27,10.09
C002609,S023,F004226,F004256,107.76,84.11
C002610,S023,F004276,F004271,54.88,38.89
C002611,S023,F004322,F004300,73.48,81.59
C002612,S023,F004338,F004362,41.91,80.21
C002613,S023,F004282,F004276,20.5,61.7
C002614,S023,F004281,F004260,96.46,84.73
C002615,S023,F004254,F004239,78.48,33.69
C002616,S023,F004319,F004207,3.47,23.15
C002617,S023,F004381,F004374,47.25,42.75
C002618,S023,F004296,F004204,123.52,31.68
C002619,S023,F004381,F004290,8.67,49.78
C002620,S023,F004284,F004353,91.42,39.03
C002621,S023,F004320,F004370,62.28,70.32
C002622,S023,F004380,F004343,50.64,86.16
C002623,S023,F004308,F004334,49.53,22.64
C002624,S023,F004290,F004357,57.89,86.66
C002625,S023,F004337,F004378,410.59,56.5
C002626,S023,F004309,F004324,33.54,63.97
C002627,S023,F004235,F004376,12.24,7.87
C002628,S023,F004229,F004268,34.62,63.98
C002629,S023,F004301,F004278,132.7,78.89
C002630,S023,F004365,F004268,115.88,83.7
C002631,S023,F004383,F004325,20.49,48.88
C002632,S023,F004322,F004286,9.08,35.88
C002633,S023,F004373,F004225,39.07,29.51
C002634,S023,F004333,F004323,130.01,83.07
C002635,S023,F004203,F004340,46.71,11.42
C002636,S023,F004382,F004299,0.44,78.64
C002637,S023,F004382,F004326,52.24,28.78
C002638,S023,F004334,F004380,117.89,63.43
C002639,S023,F004268,F004362,36.77,54.91
C002640,S023,F004295,F004251,11.28,49.95
C002641,S024,F004433,F004392,128.63,58.14
C002642,S024,F004510,F004415,11.56,53.5
C002643,S024,F004556,F004552,1.45,45.43
C002644,S024,F004459,F004510,348.62,72.15
C002645,S024,F004525,F004539,0.37,6.99
C002646,S024,F004420,F004400,124.85,37.3
C002647,S024,F004411,F004435,11.31,6.84
C002648,S024,F004392,F004397,6.28,43.02
C002649,S024,F004384,F004431,76.11,27.32
C002650,S024,F004503,F004387,235.62,29.17
C002651,S024,F004506,F004504,41.62,86.9
C002652,S024,F004522,F004506,38.15,24.69
C002653,S024,F004436,F004444,183.5,78.76
C002654,S024,F004493,F004574,83.42,68.49
C002655,S024,F004463,F004446,38.59,29.35
C002656,S024,F004463,F004457,1.42,7.21
C002657,S024,F004560,F004532,149.39,36.16
C002658,S024,F004533,F004475,18.57,72.19
C002659,S024,F004517,F004473,57.85,67.85
C002660,S024,F004433,F004561,67.24,49.7
C002661,S024,F004520,F004545,7.62,62.56
C002662,S024,F004550,F004409,73.34,23.56
C002663,S024,F004409,F004397,97.91,69.77
C002664,S024,F004462,F004550,61.63,58.44
C002665,S024,F004564,F004457,71.31,81.08
C002666,S024,F004441,F004451,79.26,88.12
C002667,S024,F004475,F004525,50.73,45.08
C002668,S024,F004501,F004538,2.59,77.85
C002669,S024,F004408,F004524,255.52,80.12
C002670,S024,F004562,F004395,89.74,48.39
C002671,S024,F004535,F004391,41.9,48.83
C002672,S024,F004423,F004424,32.0,66.0
C002673,S024,F004557,F004447,52.74,72.94
C002674,S024,F004557,F004486,39.28,7.27
C002675,S024,F004384,F004527,275.22,25.04
C002676,S024,F004567,F004546,128.53,21.96
C002677,S024,F004429,F004522,78.81,48.77
C002678,S024,F004542,F004527,0.57,46.23
C002679,S024,F004466,F004437,77.59,47.68
C002680,S024,F004501,F004422,13.18,27.85
C002681,S024,F004522,F004511,134.23,68.78
C002682,S024,F004447,F004435,16.75,43.45
C002683,S024,F004389,F004529,124.79,64.51
C002684,S024,F004486,F004506,84.22,5.41
C002685,S024,F004414,F004439,273.73,81.16
C002686,S024,F004489,F004551,70.28,17.83
C002687,S024,F004413,F004491,27.42,37.23
C002688,S024,F004430,F004537,30.17,42.06
C002689,S024,F004564,F004460,43.77,81.29
C002690,S024,F004447,F004408,23.98,44.67
C002691,S024,F004420,F004554,6.99,8.86
C002692,S024,F004417,F004500,18.79,13.28
C002693,S024,F004513,F004557,151.66,80.17
C002694,S024,F004466,F004405,96.78,11.71
C002695,S024,F004444,F004505,151.49,89.46
C002696,S024,F004565,F004536,11.39,15.75
C002697,S024,F004405,F004501,115.1,50.87
C002698,S024,F004545,F004391,100.93,27.58
C002699,S024,F004521,F004510,2.21,63.62
C002700,S024,F004505,F004478,186.71,5.57
C002701,S024,F004448,F004439,58.89,41.6
C002702,S024,F004486,F004523,100.52,24.43
C002703,S024,F004436,F004419,101.11,80.13
C002704,S024,F004522,F004550,40.94,64.83
C002705,S024,F004399,F004476,141.56,50.53
C002706,S024,F004506,F004557,4.59,54.75
C002707,S024,F004401,F004492,34.45,11.35
C002708,S024,F004473,F004559,6.94,81.46
C002709,S024,F004545,F004426,300.37,84.07
C002710,S024,F004511,F004481,26.05,11.11
C002711,S024,F004387,F004407,19.81,7.94
C002712,S024,F004484,F004406,19.71,64.59
C002713,S024,F004443,F004387,81.14,35.01
C002714,S024,F004501,F004530,62.1,37.9
C002715,S024,F004413,F004429,12.72,88.9
C002716,S024,F004414,F004441,91.88,40.92
C002717,S024,F004468,F004409,50.61,62.91
C002718,S024,F004515,F004555,29.74,39.16
C002719,S024,F004408,F004552,235.36,43.24
C002720,S024,F004409,F004406,405.91,28.41
C002721,S024,F004463,F004530,24.42,13.59
C002722,S024,F004462,F004440,16.76,76.2
C002723,S024,F004547,F004522,112.4,22.99
C002724,S024,F004537,F004406,14.56,61.46
C002725,S024,F004430,F004482,42.26,52.56
C002726,S024,F004450,F004566,12.24,46.94
C002727,S024,F004398,F004439,385.36,67.09
C002728,S024,F004575,F004426,27.57,6.27
C002729,S024,F004486,F004530,131.33,65.72
C002730,S024,F004431,F004412,185.49,65.66
C002731,S024,F004506,F004443,36.75,51.7
C002732,S024,F004497,F004406,76.88,7.04
C002733,S024,F004525,F004446,60.98,73.97
C002734,S024,F004390,F004563,136.71,59.07
C002735,S024,F004556,F004501,39.57,60.88
C002736,S024,F004402,F004486,8.8,59.13
C002737,S024,F004535,F004541,141.56,11.55
C002738,S024,F004410,F004512,10.14,57.59
C002739,S024,F004504,F004548,49.88,42.56
C002740,S024,F004466,F004508,52.37,13.23
C002741,S024,F004457,F004494,139.24,15.46
C002742,S024,F004546,F004511,64.48,89.04
C002743,S024,F004468,F004510,81.32,20.19
C002744,S024,F004565,F004542,150.61,34.71
C002745,S024,F004495,F004479,2.44,54.56
C002746,S024,F004422,F004456,143.42,49.46
C002747,S024,F004543,F004516,55.37,84.18
C002748,S024,F004416,F004463,92.77,77.44
C002749,S024,F004553,F004418,75.71,26.32
C002750,S024,F004421,F004429,44.4,58.1
C002751,S024,F004467,F004491,48.8,28.39
C002752,S024,F004514,F004416,118.24,40.59
C002753,S024,F004468,F004406,45.15,72.47
C002754,S024,F004529,F004427,405.32,10.74
C002755,S024,F004531,F004495,123.31,76.28
C002756,S024,F004478,F004445,33.71,27.95
C002757,S024,F004517,F004445,82.2,61.95
C002758,S025,F004735,F004739,349.09,29.49
C002759,S025,F004618,F004684,144.28,77.17
C002760,S025,F004611,F004625,119.0,35.5
C002761,S025,F004580,F004636,103.23,14.35
C002762,S025,F004681,F004607,14.37,47.55
C002763,S025,F004591,F004732,55.61,6.58
C002764,S025,F004726,F004604,105.53,38.73
C002765,S025,F004583,F004719,16.32,73.85
C002766,S025,F004738,F004640,193.99,22.97
C002767,S025,F004638,F004655,268.58,26.79
C002768,S025,F004583,F004749,94.91,13.19
C002769,S025,F004744,F004650,105.1,72.69
C002770,S025,F004655,F004613,31.37,6.82
C002771,S025,F004594,F004762,163.63,61.69
C002772,S025,F004672,F004709,102.65,74.99
C002773,S025,F004722,F004718,135.72,55.81
C002774,S025,F004590,F004657,93.78,85.59
C002775,S025,F004616,F004733,19.85,60.87
C002776,S025,F004635,F004663,20.39,6.31
C002777,S025,F004653,F004738,33.85,55.31
C002778,S025,F004663,F004626,2.2,85.03
C002779,S025,F004639,F004598,154.41,12.22
C002780,S025,F004676,F004578,323.43,26.65
C002781,S025,F004687,F004711,104.1,19.19
C002782,S025,F004646,F004582,190.34,88.47
C002783,S025,F004580,F004668,51.17,60.54
C002784,S025,F004669,F004599,134.82,10.92
C002785,S025,F004743,F004579,22.31,81.01
C002786,S025,F004611,F004660,88.9,89.59
C002787,S025,F004706,F004659,37.67,34.86
C002788,S025,F004591,F004580,180.35,26.62
C002789,S025,F004679,F004652,16.59,49.96
C002790,S025,F004591,F004640,71.96,84.71
C002791,S025,F004719,F004652,0.07,24.99
C002792,S025,F004622,F004737,28.75,40.49
C002793,S025,F004676,F004740,28.88,8.27
C002794,S025,F004594,F004712,13.35,29.88
C002795,S025,F004599,F004673,7.9,63.65
C002796,S025,F004602,F004714,8.93,9.39
C002797,S025,F004604,F004630,46.36,21.32
C002798,S025,F004749,F004595,137.39,75.95
C002799,S025,F004690,F004705,156.93,68.87
C002800,S025,F004646,F004726,0.09,25.92
C002801,S025,F004726,F004724,64.27,68.23
C002802,S025,F004608,F004751,190.77,14.75
C002803,S025,F004760,F004626,55.19,22.92
C002804,S025,F004741,F004583,44.44,83.44
C002805,S025,F004696,F004709,188.43,48.88
C002806,S025,F004692,F004635,23.22,37.2
C002807,S025,F004754,F004642,39.43,13.89
C002808,S025,F004613,F004652,25.05,34.13
C002809,S025,F004578,F004618,77.93,24.36
C002810,S025,F004694,F004599,96.96,49.48
C002811,S025,F004762,F004601,194.25,14.85
C002812,S025,F004696,F004671,158.18,47.38
C002813,S025,F004705,F004737,57.76,39.1
C002814,S025,F004682,F004763,105.87,47.29
C002815,S025,F004617,F004724,32.85,52.78
C002816,S025,F004705,F004624,57.65,66.96
C002817,S025,F004734,F004748,17.32,47.44
C002818,S025,F004604,F004628,253.63,21.92
C002819,S025,F004685,F004649,32.57,71.26
C002820,S025,F004598,F004709,172.02,53.48
C002821,S025,F004686,F004685,140.77,12.48
C002822,S025,F004678,F004737,28.7,26.12
C002823,S025,F004679,F004607,5.24,39.08
C002824,S025,F004700,F004761,66.94,20.78
C002825,S025,F004675,F004592,58.66,83.58
C002826,S025,F004590,F004718,30.21,21.8
C002827,S025,F004592,F004757,139.13,66.05
C002828,S025,F004743,F004616,11.5,16.83
C002829,S025,F004686,F004727,0.43,59.82
C002830,S025,F004590,F004622,212.77,47.98
C002831,S025,F004605,F004721,61.49,87.64
C002832,S025,F004761,F004703,31.29,73.19
C002833,S025,F004645,F004665,162.59,42.35
C002834,S025,F004744,F004645,40.49,49.21
C002835,S025,F004629,F004750,101.97,18.85
C002836,S025,F004627,F004593,46.23,71.24
C002837,S025,F004646,F004739,101.32,24.79
C002838,S025,F004725,F004722,30.97,42.72
C002839,S025,F004587,F004627,16.13,27.32
C002840,S025,F004606,F004608,6.67,12.83
C002841,S025,F004730,F004656,8.26,58.57
C002842,S025,F004734,F004645,30.32,33.77
C002843,S025,F004758,F004587,66.55,38.74
C002844,S025,F004710,F004658,261.15,30.08
C002845,S025,F004750,F004733,90.05,10.74
C002846,S025,F004735,F004688,25.38,72.37
C002847,S025,F004579,F004656,72.93,50.12
C002848,S025,F004671,F004707,0.9,56.53
C002849,S025,F004733,F004607,100.88,38.96
C002850,S025,F004736,F004745,25.34,88.59
C002851,S025,F004697,F004694,68.33,49.91
C002852,S025,F004686,F004747,243.77,81.11
C002853,S025,F004600,F004731,88.19,68.95
C002854,S025,F004682,F004642,115.64,50.54
C002855,S025,F004756,F004634,13.38,79.13
C002856,S025,F004644,F004608,53.27,29.87
C002857,S025,F004720,F004742,29.85,30.54
C002858,S025,F004711,F004697,185.13,33.67
C002859,S025,F004715,F004671,206.23,49.99
C002860,S025,F004663,F004604,7.55,35.98
C002861,S025,F004698,F004666,12.58,41.62
C002862,S025,F004593,F004597,73.14,52.48
C002863,S025,F004661,F004752,27.85,9.98
C002864,S025,F004699,F004671,101.08,25.16
C002865,S025,F004629,F004621,15.0,39.11
C002866,S025,F004600,F004731,2.88,71.03
C002867,S025,F004739,F004720,21.67,69.75
C002868,S025,F004715,F004651,114.9,49.55
C002869,S025,F004637,F004714,165.09,13.18
C002870,S026,F004786,F004795,154.8,69.83
C002871,S026,F004881,F004845,33.43,37.18
C002872,S026,F004926,F004870,6.91,46.38
C002873,S026,F004769,F004947,37.13,47.42
C002874,S026,F004816,F004899,63.81,66.39
C002875,S026,F004942,F004875,7.16,19.27
C002876,S026,F004828,F004892,475.72,6.64
C002877,S026,F004870,F004850,142.9,68.3
C002878,S026,F004785,F004941,103.87,31.48
C002879,S026,F004940,F004875,67.1,34.06
C002880,S026,F004830,F004938,13.18,31.35
C002881,S026,F004800,F004905,64.9,53.89
C002882,S026,F004831,F004918,47.23,26.33
C002883,S026,F004926,F004805,73.86,87.31
C002884,S026,F004863,F004906,577.9,27.57
C002885,S026,F004775,F004821,0.44,7.58
C002886,S026,F004868,F004907,22.04,49.61
C002887,S026,F004794,F004952,66.56,30.83
C002888,S026,F004907,F004853,190.15,79.65
C002889,S026,F004854,F004849,267.08,37.86
C002890,S026,F004909,F004931,13.8,41.98
C002891,S026,F004944,F004778,160.29,48.61
C002892,S026,F004792,F004919,99.22,73.74
C002893,S026,F004854,F004803,4.39,66.28
C002894,S026,F004768,F004784,32.04,88.19
C002895,S026,F004933,F004855,148.54,86.12
C002896,S026,F004787,F004851,17.33,38.11
C002897,S026,F004885,F004786,46.56,46.19
C002898,S026,F004865,F004819,91.74,60.39
C002899,S026,F004813,F004818,233.98,28.3
C002900,S026,F004835,F004804,135.46,8.13
C002901,S026,F004868,F004790,179.36,61.7
C002902,S026,F004932,F004844,5.43,68.21
C002903,S026,F004896,F004778,9.73,24.62
C002904,S026,F004933,F004939,123.09,36.21
C002905,S026,F004821,F004932,75.32,70.03
C002906,S026,F004892,F004862,100.18,11.28
C002907,S026,F004830,F004795,170.76,32.25
C002908,S026,F004787,F004841,32.32,56.59
C002909,S026,F004874,F004952,121.65,20.25
C002910,S026,F004831,F004837,197.07,33.56
C002911,S026,F004810,F004860,198.43,14.26
C002912,S026,F004823,F004901,44.16,42.15
C002913,S026,F004915,F004892,120.18,79.29
C002914,S026,F004838,F004857,24.58,21.62
C002915,S026,F004929,F004829,38.89,31.52
C002916,S026,F004766,F004800,54.42,10.19
C002917,S026,F004791,F004951,34.93,68.6
C002918,S026,F004795,F004827,16.77,40.41
C002919,S026,F004884,F004778,82.9,44.83
C002920,S026,F004874,F004893,482.03,70.31
C002921,S026,F004771,F004903,34.0,44.99
C002922,S026,F004931,F004847,324.15,23.43
C002923,S026,F004876,F004899,47.31,71.92
C002924,S026,F004860,F004766,22.93,40.97
C002925,S026,F004895,F004908,147.63,9.51
C002926,S026,F004796,F004785,18.77,76.74
C002927,S026,F004923,F004938,70.89,73.77
C002928,S026,F004842,F004771,76.47,81.78
C002929,S026,F004935,F004866,144.96,84.05
C002930,S026,F004923,F004821,344.38,87.03
C002931,S026,F004828,F004867,34.15,14.44
C002932,S026,F004794,F004878,16.89,29.7
C002933,S026,F004899,F004918,103.72,54.06
C002934,S026,F004788,F004808,1.63,75.05
C002935,S026,F004853,F004919,54.31,77.06
C002936,S026,F004790,F004897,1.51,42.88
C002937,S026,F004792,F004945,31.64,45.58
C002938,S026,F004815,F004861,294.75,24.57
C002939,S026,F004849,F004847,2.2,23.65
C002940,S026,F004931,F004888,17.31,75.68
C002941,S026,F004854,F004788,220.97,10.2
C002942,S026,F004887,F004847,10.87,35.81
C002943,S026,F004930,F004789,13.07,66.67
C002944,S026,F004909,F004943,108.88,72.95
C002945,S026,F004877,F004947,70.34,10.97
C002946,S026,F004791,F004839,19.66,30.54
C002947,S026,F004920,F004775,76.82,74.48
C002948,S026,F004947,F004766,2.03,70.82
C002949,S026,F004893,F004784,6.54,34.7
C002950,S026,F004847,F004820,143.54,56.62
C002951,S026,F004885,F004812,3.51,36.23
C002952,S026,F004773,F004818,4.95,78.22
C002953,S026,F004907,F004803,27.5,85.14
C002954,S026,F004833,F004815,8.57,66.84
C002955,S026,F004796,F004820,127.85,78.97
C002956,S026,F004860,F004836,64.43,17.97
C002957,S026,F004808,F004848,212.91,17.06
C002958,S026,F004931,F004838,30.99,59.78
C002959,S026,F004783,F004945,222.86,70.48
C002960,S026,F004879,F004850,25.07,25.35
C002961,S026,F004889,F004902,68.69,52.18
C002962,S026,F004803,F004823,9.64,61.37
C002963,S026,F004765,F004860,186.43,88.16
C002964,S026,F004936,F004934,28.94,26.4
C002965,S026,F004949,F004913,59.11,86.66
C002966,S026,F004896,F004792,37.3,39.83
C002967,S026,F004930,F004821,32.83,73.41
C002968,S026,F004903,F004845,101.39,66.35
C002969,S026,F004770,F004818,82.43,36.31
C002970,S026,F004913,F004783,75.87,88.76
C002971,S026,F004913,F004776,80.86,21.57
C002972,S026,F004860,F004907,1.77,50.66
C002973,S026,F004773,F004907,1.88,41.58
C002974,S026,F004865,F004789,144.72,26.08
C002975,S026,F004896,F004817,69.74,73.59
C002976,S026,F004846,F004850,39.66,80.23
C002977,S026,F004821,F004874,6.65,8.21
C002978,S026,F004783,F004909,17.18,74.54
C002979,S026,F004858,F004882,120.0,42.43
C002980,S026,F004860,F004889,189.42,30.96
C002981,S026,F004783,F004875,0.65,44.1
C002982,S026,F004908,F004861,20.64,60.3
C002983,S026,F004879,F004915,7.38,10.6
